CMDLINE alab cdata arrayfrombufferpointer --sleep 10
MEM 0.015625 1597602603.1398
MEM 12.945312 1597602603.2498
MEM 17.390625 1597602603.3571
MEM 20.117188 1597602603.4667
MEM 28.273438 1597602603.5762
MEM 35.332031 1597602603.6863
MEM 42.742188 1597602603.7944
MEM 47.144531 1597602603.9047
MEM 54.410156 1597602604.0137
MEM 64.433594 1597602604.1233
MEM 68.683594 1597602604.2320
MEM 107.976562 1597602604.3452
MEM 120.785156 1597602604.4544
MEM 111.722656 1597602604.5644
MEM 98.421875 1597602604.6733
MEM 98.421875 1597602604.7809
MEM 98.421875 1597602604.8923
MEM 98.421875 1597602605.0030
MEM 98.421875 1597602605.1120
MEM 98.421875 1597602605.2181
MEM 98.421875 1597602605.3298
MEM 98.421875 1597602605.4406
MEM 98.421875 1597602605.5501
MEM 98.421875 1597602605.6606
MEM 98.421875 1597602605.7669
MEM 98.421875 1597602605.8758
MEM 98.421875 1597602605.9860
MEM 98.421875 1597602606.0943
MEM 98.421875 1597602606.2001
MEM 98.421875 1597602606.3111
MEM 98.421875 1597602606.4190
MEM 98.421875 1597602606.5297
MEM 98.421875 1597602606.6363
MEM 98.421875 1597602606.7443
MEM 98.421875 1597602606.8546
MEM 98.421875 1597602606.9621
MEM 98.421875 1597602607.0715
MEM 98.421875 1597602607.1829
MEM 98.421875 1597602607.2933
MEM 98.421875 1597602607.3996
MEM 98.421875 1597602607.5061
MEM 98.421875 1597602607.6169
MEM 98.421875 1597602607.7260
MEM 98.421875 1597602607.8365
MEM 98.421875 1597602607.9464
MEM 98.421875 1597602608.0569
MEM 98.421875 1597602608.1674
MEM 98.421875 1597602608.2764
MEM 98.421875 1597602608.3862
MEM 98.421875 1597602608.4943
MEM 98.421875 1597602608.6045
MEM 98.421875 1597602608.7131
MEM 98.421875 1597602608.8231
MEM 98.421875 1597602608.9345
MEM 98.421875 1597602609.0436
MEM 98.421875 1597602609.1534
MEM 98.421875 1597602609.2625
MEM 98.421875 1597602609.3696
MEM 98.421875 1597602609.4794
MEM 98.421875 1597602609.5853
MEM 98.421875 1597602609.6924
MEM 98.421875 1597602609.8011
MEM 98.421875 1597602609.9111
MEM 98.421875 1597602610.0192
MEM 98.421875 1597602610.1295
MEM 98.421875 1597602610.2370
MEM 98.421875 1597602610.3473
MEM 98.421875 1597602610.4571
MEM 98.421875 1597602610.5675
MEM 98.421875 1597602610.6759
MEM 98.421875 1597602610.7854
MEM 98.421875 1597602610.8939
MEM 98.421875 1597602611.0002
MEM 98.421875 1597602611.1103
MEM 98.421875 1597602611.2207
MEM 98.421875 1597602611.3305
MEM 98.421875 1597602611.4375
MEM 98.421875 1597602611.5479
