CMDLINE alab ipc transfer-recordbatch -sleep 10
MEM 0.015625 1597602904.9605
MEM 13.640625 1597602905.0704
MEM 19.628906 1597602905.1800
MEM 32.062500 1597602905.2895
MEM 42.593750 1597602905.3980
MEM 52.507812 1597602905.5084
MEM 64.535156 1597602905.6164
MEM 74.554688 1597602905.7252
MEM 119.109375 1597602905.8349
MEM 100.945312 1597602905.9428
MEM 100.945312 1597602906.0522
MEM 100.945312 1597602906.1607
MEM 100.945312 1597602906.2715
MEM 100.945312 1597602906.3792
MEM 100.945312 1597602906.4859
MEM 100.945312 1597602906.5925
MEM 100.945312 1597602906.7038
MEM 100.945312 1597602906.8130
MEM 100.945312 1597602906.9216
MEM 100.945312 1597602907.0306
MEM 100.945312 1597602907.1413
MEM 100.945312 1597602907.2494
MEM 100.945312 1597602907.3596
MEM 100.945312 1597602907.4676
MEM 100.945312 1597602907.5753
MEM 100.945312 1597602907.6856
MEM 100.945312 1597602907.7933
MEM 100.945312 1597602907.9000
MEM 100.945312 1597602908.0091
MEM 100.945312 1597602908.1188
MEM 100.945312 1597602908.2294
MEM 100.945312 1597602908.3374
MEM 100.945312 1597602908.4474
MEM 100.945312 1597602908.5531
MEM 100.945312 1597602908.6627
MEM 100.945312 1597602908.7726
MEM 100.945312 1597602908.8815
MEM 100.945312 1597602908.9922
MEM 100.945312 1597602909.0998
MEM 100.945312 1597602909.2094
MEM 100.945312 1597602909.3198
MEM 100.945312 1597602909.4309
MEM 100.945312 1597602909.5411
MEM 100.945312 1597602909.6495
MEM 100.945312 1597602909.7589
MEM 100.945312 1597602909.8691
MEM 100.945312 1597602909.9786
MEM 100.945312 1597602910.0844
MEM 100.945312 1597602910.1951
MEM 100.945312 1597602910.3050
MEM 100.945312 1597602910.4149
MEM 100.945312 1597602910.5261
MEM 100.945312 1597602910.6363
MEM 100.945312 1597602910.7469
MEM 100.945312 1597602910.8545
MEM 100.945312 1597602910.9650
MEM 100.945312 1597602911.0758
MEM 100.945312 1597602911.1867
MEM 100.945312 1597602911.2974
MEM 100.945312 1597602911.4085
MEM 100.945312 1597602911.5161
MEM 100.945312 1597602911.6256
MEM 100.945312 1597602911.7352
MEM 100.945312 1597602911.8464
MEM 100.945312 1597602911.9532
MEM 100.945312 1597602912.0627
MEM 100.945312 1597602912.1722
MEM 100.945312 1597602912.2826
MEM 100.945312 1597602912.3928
MEM 100.945312 1597602912.5021
MEM 100.945312 1597602912.6099
MEM 100.945312 1597602912.7189
MEM 100.945312 1597602912.8278
MEM 100.945312 1597602912.9376
MEM 100.945312 1597602913.0474
MEM 100.945312 1597602913.1570
MEM 100.945312 1597602913.2650
MEM 100.945312 1597602913.3759
MEM 100.945312 1597602913.4826
MEM 100.945312 1597602913.5910
MEM 100.945312 1597602913.7013
MEM 100.945312 1597602913.8119
MEM 100.945312 1597602913.9209
MEM 100.945312 1597602914.0310
MEM 100.945312 1597602914.1434
MEM 100.945312 1597602914.2568
MEM 100.945312 1597602914.3662
MEM 100.945312 1597602914.4782
MEM 100.945312 1597602914.5886
MEM 100.945312 1597602914.6987
MEM 100.945312 1597602914.8070
MEM 100.945312 1597602914.9170
MEM 100.945312 1597602915.0250
MEM 100.945312 1597602915.1362
MEM 100.945312 1597602915.2449
MEM 100.945312 1597602915.3551
MEM 100.945312 1597602915.4646
MEM 100.945312 1597602915.5749
MEM 100.945312 1597602915.6849
MEM 100.945312 1597602915.7941
MEM 129.050781 1597602915.9049
MEM 129.050781 1597602916.0148
MEM 129.050781 1597602916.1242
MEM 129.050781 1597602916.2347
MEM 129.050781 1597602916.3429
MEM 129.050781 1597602916.4529
MEM 129.050781 1597602916.5614
MEM 129.050781 1597602916.6707
MEM 129.050781 1597602916.7785
MEM 129.050781 1597602916.8889
MEM 129.050781 1597602916.9989
MEM 129.050781 1597602917.1090
MEM 129.050781 1597602917.2198
MEM 129.050781 1597602917.3288
MEM 129.050781 1597602917.4391
MEM 129.050781 1597602917.5482
MEM 129.050781 1597602917.6589
MEM 129.050781 1597602917.7667
MEM 129.050781 1597602917.8762
MEM 129.050781 1597602917.9856
MEM 129.050781 1597602918.0958
MEM 129.050781 1597602918.2041
MEM 129.050781 1597602918.3153
MEM 129.050781 1597602918.4258
MEM 129.050781 1597602918.5351
MEM 129.050781 1597602918.6462
MEM 129.050781 1597602918.7565
MEM 129.050781 1597602918.8649
MEM 129.050781 1597602918.9724
MEM 129.050781 1597602919.0831
MEM 129.050781 1597602919.1905
MEM 129.050781 1597602919.3013
MEM 129.050781 1597602919.4114
MEM 129.050781 1597602919.5215
MEM 129.050781 1597602919.6326
MEM 129.050781 1597602919.7407
MEM 129.050781 1597602919.8501
MEM 129.050781 1597602919.9587
MEM 129.050781 1597602920.0693
MEM 129.050781 1597602920.1776
MEM 129.050781 1597602920.2878
MEM 129.050781 1597602920.3985
MEM 129.050781 1597602920.5083
MEM 129.050781 1597602920.6190
MEM 129.050781 1597602920.7263
MEM 129.050781 1597602920.8337
MEM 129.050781 1597602920.9458
MEM 129.050781 1597602921.0557
MEM 129.050781 1597602921.1643
MEM 129.050781 1597602921.2745
